1002.314864	68.000000	0.883117	2.674756	3.867008	33.746283
1390.955956	0.000000	0.000000	36.618736	50.005298	41.636816
1580.582590	5.000000	1.000000	25.970464	34.521525	59.185819
825.761754	162.000000	0.870968	244.756618	327.117388	61.773632
1908.740971	286.000000	0.989619	190.262521	349.730113	92.102655
1183.428555	1619.000000	0.918321	284.213567	493.107778	65.182918
811.590324	629.000000	0.627119	252.043601	348.707116	58.592531
858.916870	210.000000	0.901288	278.396474	426.581542	58.825459
1017.408061	1494.000000	0.724539	393.053093	626.655594	55.540657
1656.199134	294.000000	0.921630	240.062821	292.484589	87.086420
2126.186003	35.000000	0.813953	127.277544	213.720740	98.359044
1437.519046	49.000000	0.234450	35.552572	31.019049	81.808682
1545.361382	18.000000	1.000000	13.989553	12.466643	80.215962
1049.603146	191.000000	1.000000	20.116439	15.483897	105.672852
3129.408736	3.000000	1.000000	61.116536	96.949443	189.224806
1619.913474	12.000000	1.000000	45.220334	47.651472	62.766129
48.537998	39.000000	0.866667	8.688000	16.930265	38.457008
1767.327741	10.000000	0.909091	54.656037	81.861822	81.299790
657.938339	9.000000	1.000000	21.493751	17.524308	50.243961
927.996190	21.000000	1.000000	34.486322	57.893690	100.647489
457.595866	36.000000	0.900000	58.381354	61.024533	37.615018
