0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,label
0.05291110788863109,8.913723142024054,0.004821361250138543,0.02865391716018339,2501.8777665563616,3109.4224235140814,6401.756339725928,0.0015091324457898736,-325.5334521838137,120.39443434211233,-3.440430942526252,8.02582873467579,-7.0414020530738135,-11.66649757022974,-2.933434770756346,9.193701831036925,-9.954863285846093,0.4768874564318091,6.466847981118129,3.9127593547224304,2.3267694460327992,1BabyCry
0.10710239631670533,2.0299377745198126,0.001479681412239152,0.057966247619647505,3561.2570708332173,2820.861974093493,7665.745370957801,0.0006719750235788524,-341.0473344626243,65.95280760640796,-82.13343901372923,30.811138629257183,-6.66394954171495,9.112455949835462,-16.719653631306684,16.51218379552139,5.979892386716488,4.139631996613279,6.141187996336694,-11.977003729525713,4.221822021447004,1BabyCry
0.06189049811484919,2.567540432292458,0.002783061839227741,0.03349701011912925,2699.0619864966898,2884.0565966036165,6282.79913174304,0.000479803973576054,-253.22978209893125,126.21316272117735,-58.12228441256116,6.0313675556186865,-10.75191825077819,-7.956529308072327,-4.772777227377985,23.16507293789255,3.6290392363483583,5.873406117211603,-3.2650048051546405,-3.2124801346557947,5.896133631872128,1BabyCry
0.10505184164733179,2.9990223179207343,0.0021857161203588204,0.05686209247722047,3733.927675222276,3022.35822344744,8314.164574572216,0.0003062959585804492,-298.1215258258732,48.149684872444304,-86.7854493766613,18.64431477667477,-21.827170634868413,-0.8250496201242771,-23.526012193845407,26.538113876221928,4.303657051166598,-2.982080040387219,-2.036040991926254,-10.27878272918113,3.5055040141752047,1BabyCry
0.11039461281902552,3.074868691960276,0.001327123443842656,0.059752569784372385,3919.590831970422,3629.525695912804,9415.630381289879,0.003024633973836899,-338.8636222696679,88.77279940012558,-41.13351154015725,16.481831641315452,-16.899750097506864,19.21710163087352,-3.538773739465343,4.716053872330519,6.899653613899512,7.9418456932115555,-3.220335211005599,-1.927445752368097,1.5803328994297319,1BabyCry
0.08716330118909513,1.4593982406166393,0.0007122160217055244,0.04716788917255925,3540.190419743118,3636.650529175473,8945.721931191996,0.0030335134360939264,-382.83353159947023,104.46992326027402,-21.385235496652363,19.46474484515855,-13.937386454613799,22.64674639087694,-2.0590052123938887,4.944778810555679,3.194836123464038,7.671610011466254,2.3367650975954577,0.04535946380010574,-2.105160090902677,1BabyCry
0.15968043068445475,2.380803712937595,0.00111941122986857,0.08644850843476005,4060.1501521119458,3220.232139646644,8507.1640262471,0.005646922625601292,-361.0498666719123,50.64009312887405,-83.93878974682411,13.255550786248742,-27.644628017698853,-24.415034193175053,-6.006912166233639,6.294800893313769,-11.416029111203978,2.504084685188386,-9.878909301388127,-2.3201801080164923,-11.773787310023623,1BabyCry
0.13321128190255221,1.883136051821723,0.0012223893733079774,0.0720785922681065,3897.6552223094454,2659.4199793860626,7272.302274416328,0.0022237019147723913,-332.68486065295514,32.38430675361402,-112.74484146913971,14.206172498430577,-24.248661438673718,-26.070340382677948,-2.804447187506422,-2.7590919515044856,-6.07295353348957,2.1567547714469106,-10.180995382645582,-4.313105803618899,-17.09177761656101,1BabyCry
0.10897342289719626,12.405229950731602,0.01292143890162111,0.0590039714886744,3646.5339203631925,3027.2742776097098,8158.518112040012,0.00210244907066226,-231.30103850490207,75.65290240187626,-89.56951723383483,11.519312823063743,-23.315413470673924,12.507548113661915,-32.88402700008834,-12.459564503780703,0.6244398240783275,13.6764482198941,1.6845642597306507,-7.991912146654398,1.271521941795692,1BabyCry
0.10612583381670533,22.0442523416042,0.025345613879030233,0.05742939152077403,3568.201973586689,2871.092676114803,7729.07097411543,0.004208005964756012,-217.26038594423383,61.53282305300863,-101.64725723392567,7.065769420649575,-18.378609305818003,18.560012772399975,-18.635988149643516,-5.901262783500284,-2.580038741581446,17.6247506253026,4.508759554470679,-11.090768774864394,-0.3632342125688422,1BabyCry
0.06885785237819025,1.4256752185089534,0.0007532965996247523,0.03727193259476148,3571.7782223708577,3598.0171485686333,9397.019898310615,0.042679473757743835,-358.38630734173756,73.67894275620337,-43.55401407751892,-5.374147111932044,-38.53580878266972,9.337475204695755,-12.323941789879273,16.40068669709052,1.4867944494221161,2.5381750554642712,3.369039135635149,-3.058329556100644,-2.112497155476337,1BabyCry
0.043127356438515084,2.39240612953645,0.0020924480522072444,0.023348571428571434,1691.260294219237,1818.8581782189638,3862.2872407917635,0.257580041885376,-438.04320379677563,42.64368538171982,-33.259506305827834,7.7179176863628935,-4.457869577640949,-12.690143413565051,-4.562667440711909,0.3916758020273979,-8.827897483977559,7.997201438461172,7.682524681826165,-10.595190024964241,1.6734007657642442,1BabyCry
0.05287938660092807,4.554479981859073,0.003312289426523214,0.02862439086991873,2263.979700609955,2421.8340435263176,5280.306121755365,0.0006375384982675314,-340.6875169361392,96.60085922846572,-43.50857729026441,18.706769708066634,7.555785217440125,-24.79120511338354,-0.7766257039753373,-12.84279081914103,-14.124758691992568,19.880884812789994,16.511629029526986,3.1019792883562776,-0.5685794785030869,1BabyCry
0.16449526899651973,3.525888414297348,0.003089117245304358,0.08903707790640875,4722.111621606359,3538.52356579041,9374.587396679235,0.002774801105260849,-254.73451927160625,83.83265405565528,-50.44219476087446,31.348206575431544,-38.519222507980004,8.988171706010638,-14.188041268495057,-15.231612804493327,15.058445072004988,-0.057556789042747886,5.484633380298283,2.9294123827107623,-1.6191676385605545,1BabyCry
